,node,eign,closeness,betwness,centrality,community,density
101,1149,5.184100952592898e-05,0.31745283018867926,1.050481140935451e-05,102,0,0.5505425471159338
390,1810,4.79369860485305e-05,0.31745283018867926,9.801513355556892e-06,102,0,0.5505425471159338
378,1789,4.769077100735236e-05,0.3174777891343659,9.586266524190697e-06,103,0,0.5505425471159338
266,1530,5.407318735866378e-05,0.31752771880160413,5.115797437272772e-06,105,0,0.5505425471159338
367,1761,5.465774878815075e-05,0.3179277222265963,7.873056995334444e-05,107,0,0.5505425471159338
357,1735,5.468193537521395e-05,0.3176276252654763,9.386668061124009e-06,109,0,0.5505425471159338
220,1416,5.1740708727879257e-05,0.3182033096926714,1.6463093997905767e-05,110,0,0.5505425471159338
298,1597,5.411769623617348e-05,0.3177025963808025,1.3542739624407422e-05,111,0,0.5505425471159338
18,947,5.692930292528651e-05,0.31777760289604157,1.8965795714310416e-05,113,0,0.5505425471159338
300,1600,5.251496065523433e-05,0.3183538315988647,2.2637954536268058e-05,115,0,0.5505425471159338
351,1721,5.5961126917316705e-05,0.31777760289604157,1.0039687427127781e-05,115,0,0.5505425471159338
363,1752,5.4536599942747616e-05,0.31777760289604157,9.951411645795894e-06,115,0,0.5505425471159338
310,1617,8.480546948650616e-05,0.33585627547201197,0.0004481197390596397,116,0,0.5505425471159338
259,1520,5.6445667773722914e-05,0.317827626918536,1.946548463860089e-05,117,0,0.5505425471159338
422,1867,5.595698471001574e-05,0.31797779352704936,2.261210184462905e-05,118,0,0.5505425471159338
41,1004,5.699885073313189e-05,0.31790269248937175,1.0828508875460327e-05,119,0,0.5505425471159338
338,1683,5.68745541121875e-05,0.31797779352704936,3.551877278851393e-05,119,0,0.5505425471159338
154,1267,6.102403417586448e-05,0.31790269248937175,7.852366624046758e-06,120,0,0.5505425471159338
75,1079,5.970069738837294e-05,0.31797779352704936,9.61791013090757e-06,123,0,0.5505425471159338
341,1689,5.8528998124460225e-05,0.3180028350921405,1.2024856558152142e-05,124,0,0.5505425471159338
250,1491,6.125807213482488e-05,0.31802788060171694,1.2316190268729051e-05,125,0,0.5505425471159338
362,1750,6.044293408644373e-05,0.31805293005671076,1.8122397264772555e-05,125,0,0.5505425471159338
147,1250,6.135386337287988e-05,0.3188566013897663,2.837695482180395e-05,135,0,0.5505425471159338
350,1717,6.532051244898631e-05,0.318378932429236,2.3546449039396694e-05,138,0,0.5505425471159338
72,1076,6.788992095331251e-05,0.31845425867507887,2.1847289858434106e-05,141,0,0.5505425471159338
222,1420,6.860809333313012e-05,0.33870156014091596,0.006056580020060359,144,0,0.5505425471159338
100,1146,6.725453753858843e-05,0.31878108470829714,5.906065876789691e-05,145,0,0.5505425471159338
301,1603,7.163206058513348e-05,0.3185296205726907,1.4860760267954738e-05,145,0,0.5505425471159338
280,1557,6.780062220937877e-05,0.3192094861660079,3.713451260765727e-05,150,0,0.5505425471159338
385,1799,7.138475463021925e-05,0.31870560378847673,2.2007124830607857e-05,152,0,0.5505425471159338
261,1522,0.00010003306727550514,0.33694926568758343,0.0006306175250255831,154,0,0.5505425471159338
120,1184,7.272420626494266e-05,0.3188566013897663,2.662765175385573e-05,156,0,0.5505425471159338
121,1185,7.478913269970613e-05,0.31880625296068216,1.8782148890772803e-05,156,0,0.5505425471159338
255,1516,7.818443695476021e-05,0.31888178156834873,1.6667350364547767e-05,159,0,0.5505425471159338
278,1554,7.531657835407577e-05,0.3189069657242142,3.228550071230128e-05,160,0,0.5505425471159338
65,1059,7.536884232410194e-05,0.319032946195781,3.169628100030295e-05,164,0,0.5505425471159338
17,946,7.591569986280896e-05,0.31953786499960435,8.511510425286508e-05,165,0,0.5505425471159338
196,1367,7.483570757117934e-05,0.319588444796201,4.879925192318115e-05,165,0,0.5505425471159338
12,925,0.00010042920298205094,0.3372588323728389,0.0007564082942056397,166,0,0.5505425471159338
315,1622,7.835488621143647e-05,0.3198162521780453,8.608098515414191e-05,176,0,0.5505425471159338
200,1376,0.00011047423824161647,0.3382192813468465,0.0007910239758386794,181,0,0.5505425471159338
308,1613,8.274872001311623e-05,0.3194620253164557,4.1041947465083036e-05,182,0,0.5505425471159338
314,1621,0.0001136630756870451,0.3378796753409756,0.0008622883580861532,185,0,0.5505425471159338
349,1714,8.633283485801541e-05,0.319588444796201,3.487911609054845e-05,187,0,0.5505425471159338
307,1612,8.537410628516094e-05,0.32014588123364784,8.542058878706568e-05,190,0,0.5505425471159338
208,1390,8.652135477337972e-05,0.3197402803072294,4.9723836293144135e-05,191,0,0.5505425471159338
292,1584,8.985238444397482e-05,0.3212921705919796,0.00026402558260508037,191,0,0.5505425471159338
361,1746,8.855613042752986e-05,0.31996830427892237,7.035702440811052e-05,198,0,0.5505425471159338
400,1827,8.586535642076946e-05,0.3199429522224863,8.406833502583755e-05,199,0,0.5505425471159338
295,1589,9.271249007486712e-05,0.3200443845605136,4.930301749291871e-05,205,0,0.5505425471159338
192,1352,0.00012709816165772675,0.3391567277003192,0.0011108897670658814,232,0,0.5505425471159338
386,1800,0.00010193102506311919,0.32159923542529467,0.00015282194124476646,240,0,0.5505425471159338
237,1463,6.102990465540294e-06,0.31517327505463627,2.774478871955666e-07,9,1,0.5690929451287794
214,1401,7.111942050767887e-06,0.3152224824355972,6.210376612178064e-07,11,1,0.5690929451287794
424,1874,6.753772041189899e-06,0.3152470918885159,1.5208288925510948e-07,13,1,0.5690929451287794
79,1091,9.515787359271571e-06,0.31541946570848306,2.1756314842576296e-06,19,1,0.5690929451287794
27,972,9.004500400005946e-06,0.3154441059292243,1.6082102662421082e-07,21,1,0.5690929451287794
68,1069,9.158242332789932e-06,0.3154441059292243,1.6981202296650796e-07,21,1,0.5690929451287794
226,1439,1.3920048329426521e-05,0.3154441059292243,2.541975197216656e-08,21,1,0.5690929451287794
66,1063,9.627120877293875e-06,0.31546875,1.6265420202444933e-07,22,1,0.5690929451287794
279,1556,1.2346545420509157e-05,0.31554270532155976,9.378616957344035e-07,24,1,0.5690929451287794
433,1900,1.0754213588574886e-05,0.3155673648015005,1.602319821429003e-06,26,1,0.5690929451287794
54,1039,1.1980722015598615e-05,0.31559202813599063,3.579393691135588e-07,27,1,0.5690929451287794
396,1821,1.4812763850313457e-05,0.31559202813599063,2.0552442952608377e-07,27,1,0.5690929451287794
212,1398,2.024619417140438e-05,0.3160118954452966,2.286263120773745e-06,44,1,0.5690929451287794
67,1068,2.0505647138042675e-05,0.3161355985281453,7.242818008243763e-06,45,1,0.5690929451287794
22,959,1.8175459367354903e-05,0.3160613650594865,2.326973710418644e-06,46,1,0.5690929451287794
401,1832,1.9317330711969913e-05,0.3160613650594865,1.589437358359932e-06,46,1,0.5690929451287794
273,1542,2.6124544848338354e-05,0.3162841701261064,2.615508429640703e-06,54,1,0.5690929451287794
163,1285,2.3853644977388897e-05,0.3162841701261064,1.6055545041972082e-06,55,1,0.5690929451287794
184,1336,2.6313578420433533e-05,0.3162841701261064,1.0309179718307657e-06,55,1,0.5690929451287794
32,983,2.6969584715977126e-05,0.3164576802507837,2.427792829734762e-06,62,1,0.5690929451287794
233,1457,3.0210936303292596e-05,0.3164576802507837,1.832903015930472e-06,62,1,0.5690929451287794
95,1130,3.0316050763652965e-05,0.3165569143932267,5.75543903741783e-06,66,1,0.5690929451287794
164,1287,3.602640904273493e-05,0.3165569143932267,1.4514998713654514e-06,66,1,0.5690929451287794
55,1040,2.8127348619333397e-05,0.31658173265386125,4.339789622231878e-06,67,1,0.5690929451287794
191,1351,3.672756792948646e-05,0.31658173265386125,1.9700291520238724e-06,67,1,0.5690929451287794
31,982,3.113130924683695e-05,0.31660655480633526,1.3858026770673218e-05,68,1,0.5690929451287794
90,1123,2.9493360122148973e-05,0.3166810446239511,1.4258391390404127e-05,71,1,0.5690929451287794
133,1207,3.220877588937879e-05,0.31670588235294117,5.107837518386534e-06,71,1,0.5690929451287794
215,1402,3.6070794788548016e-05,0.31675556950109823,3.610791008760127e-06,74,1,0.5690929451287794
166,1289,8.754647081922006e-05,0.336359850062474,0.0005941285594746535,84,1,0.5690929451287794
46,1024,3.9071848526265215e-05,0.3170291277380859,1.2455745442429626e-05,85,1,0.5690929451287794
202,1380,4.109967350241559e-05,0.3170291277380859,3.989599412762167e-06,85,1,0.5690929451287794
231,1449,4.1429136048167584e-05,0.3171536286522149,1.603488517618072e-05,90,1,0.5690929451287794
303,1605,4.226692737739897e-05,0.3171536286522149,8.033695555146498e-06,90,1,0.5690929451287794
244,1480,3.7318193434442926e-05,0.31775259678942397,7.323442147969648e-05,91,1,0.5690929451287794
165,1288,4.2169817080855845e-05,0.31720345640219955,5.891533447053897e-06,92,1,0.5690929451287794
157,1271,4.4174194396933895e-05,0.3173031588873173,5.8868118494388234e-06,96,1,0.5690929451287794
105,1156,4.5625869006459766e-05,0.3173779768922424,1.0439605862947644e-05,99,1,0.5690929451287794
109,1163,4.767807853849122e-05,0.3174029240685427,5.933095225249974e-06,100,1,0.5690929451287794
432,1898,4.5128007209339346e-05,0.3174278751670466,7.890739922128946e-06,101,1,0.5690929451287794
399,1826,4.957539232573728e-05,0.31745283018867926,7.129292163206397e-06,102,1,0.5690929451287794
23,960,4.5412920576320765e-05,0.3174777891343659,1.9843623398338715e-05,103,1,0.5690929451287794
428,1886,5.061987792333923e-05,0.31752771880160413,1.7425126653762466e-05,103,1,0.5690929451287794
360,1741,4.9367404522983256e-05,0.31750275200503225,1.3405928414664857e-05,104,1,0.5690929451287794
348,1712,4.8912712257388365e-05,0.31752771880160413,8.643518734826822e-06,105,1,0.5690929451287794
76,1083,4.727992639455816e-05,0.31755268952500787,1.2312168367330479e-05,106,1,0.5690929451287794
172,1302,5.503361159021567e-05,0.3175776641761699,7.2928782526338995e-06,107,1,0.5690929451287794
113,1172,5.579099668341453e-05,0.3177275946179873,1.307883415944092e-05,112,1,0.5690929451287794
198,1370,5.1249124253071153e-05,0.3177025963808025,9.161245788186617e-06,112,1,0.5690929451287794
168,1291,5.704455123643054e-05,0.3177275946179873,8.631256125339732e-06,113,1,0.5690929451287794
389,1809,5.003628032424391e-05,0.3177275946179873,1.1654000037236768e-05,113,1,0.5690929451287794
312,1619,5.147821825473458e-05,0.31775259678942397,1.0596382533974954e-05,114,1,0.5690929451287794
25,966,5.542853382702715e-05,0.31777760289604157,8.554714533926417e-06,115,1,0.5690929451287794
92,1125,5.5206288189309655e-05,0.317827626918536,1.0377806603524662e-05,117,1,0.5690929451287794
411,1849,6.0014427895727116e-05,0.3178776666929072,8.066848646725405e-06,119,1,0.5690929451287794
423,1868,5.42657319017074e-05,0.3179277222265963,1.441655177689162e-05,121,1,0.5690929451287794
275,1547,5.952338708960342e-05,0.3179527559055118,8.878628935742613e-06,122,1,0.5690929451287794
332,1668,5.904997346395847e-05,0.3179527559055118,9.962634771031608e-06,122,1,0.5690929451287794
82,1101,5.784418356582259e-05,0.31797779352704936,1.711490780109454e-05,123,1,0.5690929451287794
188,1341,6.0544653045990075e-05,0.31797779352704936,1.3049740061982123e-05,123,1,0.5690929451287794
398,1823,6.306137449316937e-05,0.3180779834580543,1.675238188408242e-05,125,1,0.5690929451287794
331,1665,5.7867524863128356e-05,0.3180779834580543,1.3448161031818555e-05,127,1,0.5690929451287794
183,1335,6.37796514847998e-05,0.31810304080668034,1.3360592990216347e-05,128,1,0.5690929451287794
366,1757,6.23684433229187e-05,0.31817823654558347,1.5992204919296347e-05,131,1,0.5690929451287794
393,1816,6.18120120189884e-05,0.31817823654558347,1.2662565479489445e-05,131,1,0.5690929451287794
232,1456,5.933584103493308e-05,0.3182033096926714,1.6471979747154427e-05,132,1,0.5690929451287794
299,1598,5.988309461650657e-05,0.3194114855244423,7.173764179975422e-05,134,1,0.5690929451287794
150,1256,5.986478442291184e-05,0.3182785528493734,2.2171189621886388e-05,135,1,0.5690929451287794
249,1488,6.0219581886552316e-05,0.3182785528493734,2.2607483801743858e-05,135,1,0.5690929451287794
104,1153,6.33921257567875e-05,0.318378932429236,1.5313414313249155e-05,139,1,0.5690929451287794
84,1107,6.575015843306964e-05,0.3184291459664064,2.008204477715435e-05,141,1,0.5690929451287794
42,1006,6.425128608531763e-05,0.31845425867507887,2.6672589094604587e-05,142,1,0.5690929451287794
96,1132,6.607531923442547e-05,0.31845425867507887,1.7528348421074126e-05,142,1,0.5690929451287794
7,916,9.463148801692656e-05,0.33669640623697156,0.0007164342020876627,145,1,0.5690929451287794
181,1331,6.703876441629185e-05,0.3185547491322184,2.619020760205347e-05,146,1,0.5690929451287794
329,1662,6.916567474822807e-05,0.3185547491322184,1.9495627233992575e-05,146,1,0.5690929451287794
143,1238,6.324743886469266e-05,0.3198162521780453,8.270580129473509e-05,147,1,0.5690929451287794
44,1017,6.937955719400948e-05,0.31863015860490806,3.154655010472019e-05,148,1,0.5690929451287794
426,1879,7.279606177180273e-05,0.31865530303030304,1.709197855293312e-05,150,1,0.5690929451287794
358,1736,7.334354366490891e-05,0.31880625296068216,2.5690699020729056e-05,156,1,0.5690929451287794
406,1839,7.518973118928093e-05,0.319032946195781,3.0758887011726886e-05,165,1,0.5690929451287794
241,1471,7.603115513818537e-05,0.3191338022603335,5.392117361725396e-05,169,1,0.5690929451287794
136,1211,8.051403281797975e-05,0.31923472211241993,3.71436471962392e-05,173,1,0.5690929451287794
78,1086,7.799643740541659e-05,0.322240842710079,0.0006036875550108642,175,1,0.5690929451287794
209,1391,7.87673312109901e-05,0.3192852059777022,4.075767919789526e-05,175,1,0.5690929451287794
213,1399,8.25955641264536e-05,0.3193609617209744,4.6908498641589444e-05,177,1,0.5690929451287794
306,1610,7.899114866251325e-05,0.3193862216246144,3.7894706051827186e-05,179,1,0.5690929451287794
74,1078,8.419672380017727e-05,0.3200190204469805,4.875552861399018e-05,182,1,0.5690929451287794
345,1707,8.364320560126584e-05,0.31953786499960435,3.599617504221348e-05,185,1,0.5690929451287794
402,1833,8.754981274704107e-05,0.3196896524424036,3.957118094084549e-05,190,1,0.5690929451287794
387,1804,8.702127956672256e-05,0.31979092421002614,4.42080019654482e-05,195,1,0.5690929451287794
93,1126,0.00011678128538959602,0.33813431585998993,0.0009168876828291216,196,1,0.5690929451287794
127,1199,9.502319493290466e-05,0.3203490678302261,6.814670861894296e-05,216,1,0.5690929451287794
223,1431,9.482296617386275e-05,0.3204253293128075,0.00015418331946305362,220,1,0.5690929451287794
429,1888,0.00010604412718488093,0.3212921705919796,0.00011843302938197081,253,1,0.5690929451287794
325,1651,3.325757716086286e-06,0.31502574504602904,0.0,4,2,0.45511921458625526
374,1775,4.240363244341127e-06,0.3151240830341814,2.5560167427684862e-09,8,2,0.45511921458625526
5,907,5.024619019734016e-06,0.3152470918885159,1.637802209334433e-06,9,2,0.45511921458625526
144,1239,4.909957697978391e-06,0.3151486771247951,7.115117103325421e-08,9,2,0.45511921458625526
77,1084,6.621537083804215e-06,0.31529632232372923,2.690810573961561e-07,15,2,0.45511921458625526
13,926,9.834467081545007e-06,0.3154441059292243,1.196076822499137e-06,21,2,0.45511921458625526
110,1164,1.417309821331739e-05,0.31559202813599063,2.686436519919416e-07,27,2,0.45511921458625526
87,1116,1.4446563907726624e-05,0.31564136637223483,5.880956662615954e-07,29,2,0.45511921458625526
258,1519,1.0588092049085196e-05,0.31660655480633526,1.978986468994807e-05,30,2,0.45511921458625526
217,1407,1.5192763377043056e-05,0.3163585083046067,5.296649298324141e-06,34,2,0.45511921458625526
256,1517,1.7216811509368756e-05,0.3158141717503519,6.057581919549093e-07,36,2,0.45511921458625526
408,1843,1.9289374733923214e-05,0.3160613650594865,9.653158149169462e-06,40,2,0.45511921458625526
117,1180,2.2815538967173023e-05,0.3160366283165062,2.0125358893644866e-06,44,2,0.45511921458625526
207,1389,2.264321299868864e-05,0.3160613650594865,8.609655674748559e-07,46,2,0.45511921458625526
210,1393,2.2818719622713145e-05,0.31675556950109823,1.7456768303120492e-05,47,2,0.45511921458625526
353,1723,2.6011115463699676e-05,0.3161355985281453,1.3427302425272959e-06,49,2,0.45511921458625526
356,1734,2.529433944876339e-05,0.3161355985281453,2.722019314569003e-06,49,2,0.45511921458625526
138,1219,2.813524413396064e-05,0.31625939849624063,3.343289699981679e-06,53,2,0.45511921458625526
352,1722,2.2683566834471975e-05,0.31630894563684786,9.248545951880445e-06,56,2,0.45511921458625526
365,1754,2.4545195107594272e-05,0.3168549905838041,8.061128415019605e-06,56,2,0.45511921458625526
70,1074,0.00010851332688810415,0.33661220406802267,0.0007083636642156447,58,2,0.45511921458625526
129,1201,2.7272267127338698e-05,0.3163585083046067,1.926901414841571e-06,58,2,0.45511921458625526
288,1571,2.509678516034683e-05,0.3164080865068171,9.232212134524723e-06,60,2,0.45511921458625526
372,1772,2.919175667636321e-05,0.31643288143562415,3.96079190246244e-06,61,2,0.45511921458625526
98,1135,3.3289796250000877e-05,0.31660655480633526,1.0469016410213416e-05,62,2,0.45511921458625526
15,932,2.6349013897896093e-05,0.3164824829532095,8.162673416999682e-06,63,2,0.45511921458625526
391,1811,3.0573061083204325e-05,0.3164824829532095,3.969736283495258e-06,63,2,0.45511921458625526
35,995,2.5260428007531664e-05,0.3167804189220993,3.713563303371158e-05,64,2,0.45511921458625526
268,1535,2.866128511591538e-05,0.31650728954381563,5.180208724435038e-06,64,2,0.45511921458625526
1,897,2.5834771464542558e-05,0.3165569143932267,1.6914689255962846e-05,65,2,0.45511921458625526
57,1047,3.167193036393549e-05,0.3165321000235165,7.001934046267107e-06,65,2,0.45511921458625526
63,1056,2.604243943404942e-05,0.3165321000235165,7.522919966630431e-06,65,2,0.45511921458625526
265,1528,2.916930490371329e-05,0.3178026129387691,5.452292417628804e-05,67,2,0.45511921458625526
240,1470,3.0701436821480554e-05,0.3166810446239511,9.064989552312526e-06,70,2,0.45511921458625526
431,1891,3.60148735041714e-05,0.3166810446239511,5.323158545367458e-06,71,2,0.45511921458625526
50,1029,7.296698194360545e-05,0.3375125376128385,0.000631349986433999,74,2,0.45511921458625526
161,1280,3.2922341102808265e-05,0.31680527224227206,8.55368643929096e-06,76,2,0.45511921458625526
176,1323,3.683615676669891e-05,0.3168301294625343,4.474479570755664e-06,77,2,0.45511921458625526
47,1026,3.861147511288047e-05,0.31690472453304036,1.1689770827692485e-05,79,2,0.45511921458625526
182,1334,6.852366798689972e-05,0.33644392601233125,0.0005349134458434096,79,2,0.45511921458625526
364,1753,4.202888748217085e-05,0.31695447409733124,5.223476121034096e-06,82,2,0.45511921458625526
290,1580,3.9031076558308134e-05,0.3169793547374205,6.2374532363276884e-06,83,2,0.45511921458625526
193,1359,3.506009524844185e-05,0.31700423928403204,8.61515606787029e-06,84,2,0.45511921458625526
206,1388,3.754819260361854e-05,0.31700423928403204,5.166721348031939e-06,84,2,0.45511921458625526
107,1160,3.7545969689258164e-05,0.3182033096926714,2.840148331004146e-05,86,2,0.45511921458625526
305,1609,4.1010177197929644e-05,0.3177275946179873,1.4557013603703912e-05,91,2,0.45511921458625526
339,1685,4.491159208334709e-05,0.3172283761489512,1.2070048870133468e-05,93,2,0.45511921458625526
245,1483,7.928543224265107e-05,0.33493696084936964,0.0006302996573637761,95,2,0.45511921458625526
418,1861,4.098852170368066e-05,0.31790269248937175,3.6523536789409745e-05,95,2,0.45511921458625526
36,997,4.162076940774539e-05,0.3173031588873173,7.563967412986708e-06,96,2,0.45511921458625526
320,1637,4.408609950570243e-05,0.317852644836272,3.917608168160055e-05,97,2,0.45511921458625526
409,1845,4.222447797701076e-05,0.3174278751670466,2.9613427986564533e-05,101,2,0.45511921458625526
29,978,5.117461423380894e-05,0.31750275200503225,2.273877706318313e-05,102,2,0.45511921458625526
131,1205,4.493128682772783e-05,0.31745283018867926,8.796316505575177e-06,102,2,0.45511921458625526
218,1409,4.5809622721203156e-05,0.31755268952500787,2.8590000512074672e-05,103,2,0.45511921458625526
10,921,7.832496715609027e-05,0.33554927704836296,0.0003818437306055031,104,2,0.45511921458625526
58,1048,4.752746472483703e-05,0.31775259678942397,3.595481678589465e-05,104,2,0.45511921458625526
21,953,4.861643694741948e-05,0.3187307601231352,4.24689739011527e-05,106,2,0.45511921458625526
420,1864,4.78269427766423e-05,0.31810304080668034,2.2909522363045292e-05,106,2,0.45511921458625526
114,1173,8.9572067514985e-05,0.33892899110290414,0.0009424796942841418,107,2,0.45511921458625526
122,1191,5.2172331423866034e-05,0.31817823654558347,2.054344666285917e-05,109,2,0.45511921458625526
146,1243,5.283374850800818e-05,0.3177025963808025,1.6977310635668962e-05,109,2,0.45511921458625526
336,1675,5.230779437962945e-05,0.317827626918536,2.800995653317752e-05,111,2,0.45511921458625526
285,1563,5.542347547989171e-05,0.3177025963808025,1.545166251432006e-05,112,2,0.45511921458625526
137,1214,5.053819546413543e-05,0.31775259678942397,3.016157908602511e-05,113,2,0.45511921458625526
313,1620,4.9438191856756044e-05,0.3196643445218493,0.00011738470254282394,113,2,0.45511921458625526
304,1608,5.7247475059996965e-05,0.317827626918536,1.4018118617007108e-05,117,2,0.45511921458625526
407,1842,5.762098337547623e-05,0.3178776666929072,1.2628921755953869e-05,119,2,0.45511921458625526
88,1117,5.822652221258008e-05,0.3179527559055118,1.8195394500928226e-05,121,2,0.45511921458625526
180,1330,5.7071514286161525e-05,0.3179527559055118,2.2959602654439985e-05,121,2,0.45511921458625526
287,1570,5.580061306040645e-05,0.3180028350921405,2.0419470483422246e-05,123,2,0.45511921458625526
142,1230,6.0918932606534454e-05,0.31802788060171694,1.445397773095992e-05,125,2,0.45511921458625526
30,980,5.8966020683962095e-05,0.31810304080668034,3.039545324452771e-05,127,2,0.45511921458625526
91,1124,5.631323071684412e-05,0.3181531673495115,4.15931160222028e-05,129,2,0.45511921458625526
253,1509,8.986731706167241e-05,0.3367806505421184,0.0005079453349450896,129,2,0.45511921458625526
379,1791,6.128569485419252e-05,0.31870560378847673,3.468080074362373e-05,129,2,0.45511921458625526
434,1902,6.205534814595106e-05,0.3181531673495115,1.9555054540875547e-05,129,2,0.45511921458625526
194,1361,0.0001704657388617795,0.3383042895442359,0.0019978523087357245,134,2,0.45511921458625526
179,1329,6.077408425596003e-05,0.3193104538984659,6.31453366830348e-05,135,2,0.45511921458625526
140,1222,6.393279202453908e-05,0.31845425867507887,4.5186889944792966e-05,136,2,0.45511921458625526
333,1669,6.586226534271411e-05,0.3183287347260544,1.4945601043556868e-05,137,2,0.45511921458625526
302,1604,6.283300351640937e-05,0.3197149643705463,9.650879358283614e-05,140,2,0.45511921458625526
230,1447,6.209482083287349e-05,0.31845425867507887,3.74032721118941e-05,142,2,0.45511921458625526
381,1793,6.970998120931919e-05,0.3185296205726907,1.8169155877452837e-05,145,2,0.45511921458625526
392,1813,6.765360555081423e-05,0.3199176041831722,0.00010104677450332539,150,2,0.45511921458625526
